week,producer_code,product_id,Product,quantity.x,cost.x,price.x,quantity.y,cost.y,price.y,undelivered,unplanned,discrepancy,Category,Category_[0],"Category 2","Category 3","Owns Land","Owns Water"
9/12/21,CBS,3153,"Peppers, Jalapeno",20,25.5,NA,20,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
9/12/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
9/12/21,CHO,3200,"Tomatoes, Grape",38,30,NA,26,35,38.85,0,0,-31.60%,Tomatoes," Grape",,,TRUE,FALSE
9/12/21,CHO,3458,"Peppers, Habanero",8,35,NA,8,35,38.85,0,0,0.00%,Peppers," Habanero",,,TRUE,FALSE
9/12/21,CHO,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
9/12/21,CLP,3717,"Eggplant, Globe",50,31.62,NA,50,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,TRUE,FALSE
9/12/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
9/12/21,CVP,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
9/12/21,CVP,3200,"Tomatoes, Grape",16,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,FALSE,FALSE
9/12/21,CVP,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
9/12/21,D2D,3138,"Greens, Collards",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Collards",,,TRUE,TRUE
9/12/21,D2D,3200,"Tomatoes, Grape",16,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
9/12/21,D2D,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
9/12/21,DTF,3202,"Tomatoes, Slicers",53,40,NA,53,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
9/12/21,DTF,3807,Cauliflower,50,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,TRUE,FALSE
9/12/21,HAF,3138,"Greens, Collards",8,36,NA,8,36,39.96,0,0,0.00%,Greens," Collards",,,TRUE,FALSE
9/12/21,HAF,3458,"Peppers, Habanero",8,35,NA,8,35,38.85,0,0,0.00%,Peppers," Habanero",,,TRUE,FALSE
9/12/21,HAF,3755,Carrots,12,31.62,NA,12,31.62,35.1,0,0,0.00%,Carrots,,,,TRUE,FALSE
9/12/21,KHF,3202,"Tomatoes, Slicers",13,40,NA,13,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/12/21,KLF,3717,"Eggplant, Globe",25,31.62,NA,25,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,#N/A,#N/A
9/12/21,KSL,3138,"Greens, Collards",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Collards",,,FALSE,FALSE
9/12/21,LXF,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
9/12/21,LXF,3755,Carrots,36,31.62,NA,38,31.62,35.1,0,0,5.60%,Carrots,,,,#N/A,#N/A
9/12/21,LXF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
9/12/21,MHG,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,TRUE,TRUE
9/12/21,MHG,3200,"Tomatoes, Grape",25,30,NA,NA,NA,NA,1,0,0,Tomatoes," Grape",,,TRUE,TRUE
9/12/21,MKV,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
9/12/21,MKV,3405,Okra,30,51,NA,19,51,56.61,0,0,-36.70%,Okra,,,,#N/A,#N/A
9/12/21,MKV,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,#N/A,#N/A
9/12/21,MLG,3138,"Greens, Collards",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Collards",,,FALSE,FALSE
9/12/21,MLG,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
9/12/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/12/21,MLP,3138,"Greens, Collards",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Collards",,,#N/A,#N/A
9/12/21,NTN,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
9/12/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/12/21,PBY,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
9/12/21,PBY,3592,Broccoli,42,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
9/12/21,PLT,3138,"Greens, Collards",10,36,NA,NA,NA,NA,1,0,0,Greens," Collards",,,FALSE,FALSE
9/12/21,PLT,3153,"Peppers, Jalapeno",8,25.5,NA,8,25.5,28.31,0,0,0.00%,Peppers," Jalapeno",,,FALSE,FALSE
9/12/21,PLT,3458,"Peppers, Habanero",25,35,NA,25,35,38.85,0,0,0.00%,Peppers," Habanero",,,FALSE,FALSE
9/12/21,RSV,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
9/12/21,SGC,3153,"Peppers, Jalapeno",30,25.5,NA,24,25.5,28.31,0,0,-20.00%,Peppers," Jalapeno",,,#N/A,#N/A
9/12/21,SGC,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,#N/A,#N/A
9/12/21,SGC,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
9/12/21,SGC,3807,Cauliflower,25,23,NA,8,23,25.53,0,0,-68.00%,Cauliflower,,,,#N/A,#N/A
9/12/21,SGC,3828,"Peppers, Bell",10,35,NA,21,35,38.85,0,0,110.00%,Peppers," Bell",,,#N/A,#N/A
9/12/21,SXF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
9/12/21,WKH,3200,"Tomatoes, Grape",16,30,NA,16,35,38.85,0,0,0.00%,Tomatoes," Grape",,,#N/A,#N/A
9/12/21,YMF,3717,"Eggplant, Globe",25,31.62,NA,25,31.62,35.1,0,0,0.00%,Eggplant," Globe",,,FALSE,TRUE
9/12/21,YMF,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,TRUE
9/12/21,YMF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,TRUE
9/12/21,YMF,3807,Cauliflower,25,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,FALSE,TRUE
9/19/21,AFC,3201,"Tomatoes, Roma",6,35,NA,NA,NA,NA,1,0,0,Tomatoes," Roma",,,TRUE,TRUE
9/19/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
9/19/21,CHO,3202,"Tomatoes, Slicers",9,40,NA,9,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
9/19/21,CHO,3364,"Greens, Mustard",5,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,TRUE,FALSE
9/19/21,CHO,3813,"Greens, Kale",10,36,NA,NA,NA,NA,1,0,0,Greens," Kale",,,TRUE,FALSE
9/19/21,CHO,3828,"Peppers, Bell",20,35,NA,NA,NA,NA,1,0,0,Peppers," Bell",,,TRUE,FALSE
9/19/21,CLP,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,FALSE
9/19/21,CLP,3828,"Peppers, Bell",10,35,NA,10,35,38.85,0,0,0.00%,Peppers," Bell",,,TRUE,FALSE
9/19/21,CVP,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,FALSE,FALSE
9/19/21,D2D,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,TRUE,TRUE
9/19/21,DTF,3202,"Tomatoes, Slicers",53,40,NA,53,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,TRUE,FALSE
9/19/21,KHF,3202,"Tomatoes, Slicers",13,40,NA,20,40,44.4,0,0,53.80%,Tomatoes," Slicers",,,FALSE,FALSE
9/19/21,KLF,3364,"Greens, Mustard",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Mustard",,,#N/A,#N/A
9/19/21,KSL,3202,"Tomatoes, Slicers",12,40,NA,12,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/19/21,LXF,3132,"Carrots, Rainbow",64,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
9/19/21,LXF,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,#N/A,#N/A
9/19/21,MKV,3171,"Potatoes, Yellow A",10,50,NA,8,50,55.5,0,0,-20.00%,Potatoes," Yellow A",,,#N/A,#N/A
9/19/21,MKV,3405,Okra,30,51,NA,NA,NA,NA,1,0,0,Okra,,,,#N/A,#N/A
9/19/21,MKV,3759,Onions,20,40,NA,10,40,44.4,0,0,-50.00%,Onions,,,,#N/A,#N/A
9/19/21,MLG,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/19/21,MLP,3202,"Tomatoes, Slicers",12,40,NA,12,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,#N/A,#N/A
9/19/21,NTN,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,FALSE,FALSE
9/19/21,NTN,3807,Cauliflower,23,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,FALSE,FALSE
9/19/21,NTN,3813,"Greens, Kale",10,36,NA,46,36,39.96,0,0,360.00%,Greens," Kale",,,FALSE,FALSE
9/19/21,NTN,3828,"Peppers, Bell",20,35,NA,20,35,38.85,0,0,0.00%,Peppers," Bell",,,FALSE,FALSE
9/19/21,PBY,3202,"Tomatoes, Slicers",12,40,NA,12,40,44.4,0,0,0.00%,Tomatoes," Slicers",,,FALSE,FALSE
9/19/21,PBY,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
9/19/21,PLT,3364,"Greens, Mustard",10,36,NA,NA,NA,NA,1,0,0,Greens," Mustard",,,FALSE,FALSE
9/19/21,PLT,3813,"Greens, Kale",10,36,NA,10,36,39.96,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
9/19/21,SEE,3189,"Squash, Winter, Delicata",52,35,NA,52,30,33.3,0,0,0.00%,Squash," Winter"," Delicata",,TRUE,TRUE
9/19/21,SGC,3189,"Squash, Winter, Delicata",25,35,NA,56,35,38.85,0,0,124.00%,Squash," Winter"," Delicata",,#N/A,#N/A
9/19/21,SGC,3201,"Tomatoes, Roma",20,35,NA,13,35,38.85,0,0,-35.00%,Tomatoes," Roma",,,#N/A,#N/A
9/19/21,SGC,3759,Onions,20,40,NA,40,40,44.4,0,0,100.00%,Onions,,,,#N/A,#N/A
9/19/21,SGC,3828,"Peppers, Bell",10,35,NA,15,35,38.85,0,0,50.00%,Peppers," Bell",,,#N/A,#N/A
9/19/21,WKH,3132,"Carrots, Rainbow",12,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
9/19/21,WKH,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
9/19/21,YMF,3189,"Squash, Winter, Delicata",25,35,NA,16,35,38.85,0,0,-36.00%,Squash," Winter"," Delicata",,FALSE,TRUE
9/26/21,AFC,3201,"Tomatoes, Roma",6,35,NA,NA,NA,NA,1,0,0,Tomatoes," Roma",,,TRUE,TRUE
9/26/21,CBS,3201,"Tomatoes, Roma",20,35,NA,20,35,38.85,0,0,0.00%,Tomatoes," Roma",,,TRUE,TRUE
9/26/21,CBS,3404,Tomatillos,66,28,NA,NA,NA,NA,1,0,0,Tomatillos,,,,TRUE,TRUE
9/26/21,CVP,3166,"Potatoes, Red",10,50,NA,0,50,55.5,0,0,-100.00%,Potatoes," Red",,,FALSE,FALSE
9/26/21,DTF,3807,Cauliflower,50,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,TRUE,FALSE
9/26/21,HAF,3266,"Onions, Scallions",10,28.8,NA,34,28.8,31.97,0,0,240.00%,Onions," Scallions",,,TRUE,FALSE
9/26/21,KSL,3592,Broccoli,20,31.45,NA,18,31.45,34.91,0,0,-10.00%,Broccoli,,,,FALSE,FALSE
9/26/21,LXF,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
9/26/21,MKV,3166,"Potatoes, Red",10,50,NA,0,50,55.5,0,0,-100.00%,Potatoes," Red",,,#N/A,#N/A
9/26/21,MLP,3592,Broccoli,20,31.45,NA,16,31.45,34.91,0,0,-20.00%,Broccoli,,,,#N/A,#N/A
9/26/21,NTN,3592,Broccoli,30,31.45,NA,30,31.45,34.91,0,0,0.00%,Broccoli,,,,FALSE,FALSE
9/26/21,PBY,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
9/26/21,PBY,3592,Broccoli,72,31.45,NA,0,31.45,34.91,0,0,-100.00%,Broccoli,,,,FALSE,FALSE
9/26/21,SGC,3201,"Tomatoes, Roma",20,35,NA,10,35,38.85,0,0,-50.00%,Tomatoes," Roma",,,#N/A,#N/A
9/26/21,SGC,3592,Broccoli,10,31.45,NA,0,31.45,34.91,0,0,-100.00%,Broccoli,,,,#N/A,#N/A
9/26/21,SGC,3807,Cauliflower,25,23,NA,5,23,25.53,0,0,-80.00%,Cauliflower,,,,#N/A,#N/A
9/26/21,WKH,3592,Broccoli,10,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,#N/A,#N/A
9/26/21,YMF,3592,Broccoli,30,31.45,NA,15,31.45,34.91,0,0,-50.00%,Broccoli,,,,FALSE,TRUE
9/26/21,YMF,3807,Cauliflower,25,23,NA,0,23,25.53,0,0,-100.00%,Cauliflower,,,,FALSE,TRUE
10/3/21,CBS,3188,"Squash, Winter, Butternut",25,24.65,NA,25,24.65,27.36,0,0,0.00%,Squash," Winter"," Butternut",,TRUE,TRUE
10/3/21,CLP,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,TRUE,FALSE
10/3/21,CVP,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,FALSE,FALSE
10/3/21,CVP,3755,Carrots,30,31.62,NA,35,31.62,35.1,0,0,16.70%,Carrots,,,,FALSE,FALSE
10/3/21,D2D,3079,"Brussels Sprouts",10,42.16,NA,NA,NA,NA,1,0,0,"Brussels Sprouts",,,,TRUE,TRUE
10/3/21,D2D,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
10/3/21,HAF,3755,Carrots,12,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,FALSE
10/3/21,LXF,3079,"Brussels Sprouts",40,42.16,NA,40,42.16,46.8,0,0,0.00%,"Brussels Sprouts",,,,#N/A,#N/A
10/3/21,LXF,3132,"Carrots, Rainbow",84,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/3/21,LXF,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,#N/A,#N/A
10/3/21,LXF,3613,"Beets Red, bulk",18,26.31,NA,18,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,#N/A,#N/A
10/3/21,LXF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
10/3/21,MHG,3613,"Beets Red, bulk",16,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,TRUE,TRUE
10/3/21,MKV,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,#N/A,#N/A
10/3/21,MLG,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,FALSE
10/3/21,NTN,3079,"Brussels Sprouts",10,42.16,NA,10,42.16,46.8,0,0,0.00%,"Brussels Sprouts",,,,FALSE,FALSE
10/3/21,NTN,3171,"Potatoes, Yellow A",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Yellow A",,,FALSE,FALSE
10/3/21,NTN,3755,Carrots,30,31.62,NA,46,31.62,35.1,0,0,53.30%,Carrots,,,,FALSE,FALSE
10/3/21,NTN,3807,Cauliflower,23,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,FALSE,FALSE
10/3/21,PBY,3592,Broccoli,42,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
10/3/21,PBY,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,FALSE,FALSE
10/3/21,RSV,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/3/21,SEE,3188,"Squash, Winter, Butternut",68,24.65,NA,68,18,19.98,0,0,0.00%,Squash," Winter"," Butternut",,TRUE,TRUE
10/3/21,SGC,3188,"Squash, Winter, Butternut",25,24.65,NA,75,24.65,27.36,0,0,200.00%,Squash," Winter"," Butternut",,#N/A,#N/A
10/3/21,SGC,3189,"Squash, Winter, Delicata",25,35,NA,75,35,38.85,0,0,200.00%,Squash," Winter"," Delicata",,#N/A,#N/A
10/3/21,SGC,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
10/3/21,SXF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
10/3/21,WKH,3132,"Carrots, Rainbow",72,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/3/21,YMF,3079,"Brussels Sprouts",30,42.16,NA,29,42.16,46.8,0,0,-3.30%,"Brussels Sprouts",,,,FALSE,TRUE
10/3/21,YMF,3132,"Carrots, Rainbow",12,31.62,NA,27,31.62,35.1,0,0,125.00%,Carrots," Rainbow",,,FALSE,TRUE
10/3/21,YMF,3189,"Squash, Winter, Delicata",25,35,NA,10,35,38.85,0,0,-60.00%,Squash," Winter"," Delicata",,FALSE,TRUE
10/3/21,YMF,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,TRUE
10/3/21,YMF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,FALSE,TRUE
10/10/21,CBS,3188,"Squash, Winter, Butternut",25,24.65,NA,38,24.65,27.36,0,0,52.00%,Squash," Winter"," Butternut",,TRUE,TRUE
10/10/21,CVP,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,FALSE,FALSE
10/10/21,CVP,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/10/21,D2D,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
10/10/21,HAF,3755,Carrots,12,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,FALSE
10/10/21,KSL,3592,Broccoli,20,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
10/10/21,LXF,3132,"Carrots, Rainbow",100,31.62,NA,60,31.62,35.1,0,0,-40.00%,Carrots," Rainbow",,,#N/A,#N/A
10/10/21,LXF,3166,"Potatoes, Red",10,50,NA,10,50,55.5,0,0,0.00%,Potatoes," Red",,,#N/A,#N/A
10/10/21,LXF,3613,"Beets Red, bulk",18,26.31,NA,18,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,#N/A,#N/A
10/10/21,MHG,3178,"Radish, Purple Daikon",25,30,NA,NA,NA,NA,1,0,0,Radish," Purple Daikon",,,TRUE,TRUE
10/10/21,MHG,3613,"Beets Red, bulk",16,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,TRUE,TRUE
10/10/21,MKV,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,#N/A,#N/A
10/10/21,MLP,3592,Broccoli,20,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,#N/A,#N/A
10/10/21,NTN,3592,Broccoli,30,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
10/10/21,NTN,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/10/21,PBY,3166,"Potatoes, Red",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Red",,,FALSE,FALSE
10/10/21,PBY,3592,Broccoli,30,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
10/10/21,PBY,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,FALSE,FALSE
10/10/21,RSV,3755,Carrots,15,31.62,NA,30,31.62,35.1,0,0,100.00%,Carrots,,,,FALSE,FALSE
10/10/21,SGC,3188,"Squash, Winter, Butternut",25,24.65,NA,57,24.65,27.36,0,0,128.00%,Squash," Winter"," Butternut",,#N/A,#N/A
10/10/21,SGC,3592,Broccoli,10,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,#N/A,#N/A
10/10/21,WKH,3132,"Carrots, Rainbow",60,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/10/21,WKH,3592,Broccoli,10,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,#N/A,#N/A
10/10/21,YMF,3099,"Beets Red w/greens",75,36,NA,NA,NA,NA,1,0,0,"Beets Red w/greens",,,,FALSE,TRUE
10/10/21,YMF,3132,"Carrots, Rainbow",12,31.62,NA,12,31.62,35.1,0,0,0.00%,Carrots," Rainbow",,,FALSE,TRUE
10/10/21,YMF,3178,"Radish, Purple Daikon",25,30,NA,15,30,33.3,0,0,-40.00%,Radish," Purple Daikon",,,FALSE,TRUE
10/10/21,YMF,3592,Broccoli,30,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,TRUE
10/10/21,YMF,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,TRUE
10/10/21,YMF,3775,Kohlrabi,18,30,NA,NA,NA,NA,1,0,0,Kohlrabi,,,,FALSE,TRUE
10/17/21,CBS,3188,"Squash, Winter, Butternut",25,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,TRUE,TRUE
10/17/21,CLP,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,TRUE,FALSE
10/17/21,CVP,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,FALSE,FALSE
10/17/21,CVP,3755,Carrots,30,31.62,NA,55,31.62,35.1,0,0,83.30%,Carrots,,,,FALSE,FALSE
10/17/21,D2D,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
10/17/21,HAF,3755,Carrots,12,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,FALSE
10/17/21,LKW,3759,Onions,5,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
10/17/21,LXF,3132,"Carrots, Rainbow",60,31.62,NA,60,31.62,35.1,0,0,0.00%,Carrots," Rainbow",,,#N/A,#N/A
10/17/21,LXF,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,#N/A,#N/A
10/17/21,LXF,3613,"Beets Red, bulk",18,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,#N/A,#N/A
10/17/21,MHG,3178,"Radish, Purple Daikon",25,30,NA,NA,NA,NA,1,0,0,Radish," Purple Daikon",,,TRUE,TRUE
10/17/21,MHG,3613,"Beets Red, bulk",16,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,TRUE,TRUE
10/17/21,MKV,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,#N/A,#N/A
10/17/21,MKV,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
10/17/21,NTN,3171,"Potatoes, Yellow A",10,50,NA,NA,NA,NA,1,0,0,Potatoes," Yellow A",,,FALSE,FALSE
10/17/21,NTN,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/17/21,NTN,3759,Onions,10,40,NA,5,40,44.4,0,0,-50.00%,Onions,,,,FALSE,FALSE
10/17/21,NTN,3807,Cauliflower,23,23,NA,NA,NA,NA,1,0,0,Cauliflower,,,,FALSE,FALSE
10/17/21,PBY,3592,Broccoli,42,31.45,NA,NA,NA,NA,1,0,0,Broccoli,,,,FALSE,FALSE
10/17/21,PBY,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,FALSE,FALSE
10/17/21,PBY,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
10/17/21,RSV,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/17/21,SEE,3189,"Squash, Winter, Delicata",52,35,NA,24,30,33.3,0,0,-53.80%,Squash," Winter"," Delicata",,TRUE,TRUE
10/17/21,SGC,3188,"Squash, Winter, Butternut",25,24.65,NA,67,24.65,27.36,0,0,168.00%,Squash," Winter"," Butternut",,#N/A,#N/A
10/17/21,SGC,3189,"Squash, Winter, Delicata",25,35,NA,10,35,38.85,0,0,-60.00%,Squash," Winter"," Delicata",,#N/A,#N/A
10/17/21,SGC,3754,Cabbage,10,34,NA,40,34,37.74,0,0,300.00%,Cabbage,,,,#N/A,#N/A
10/17/21,SGC,3759,Onions,20,40,NA,8,40,44.4,0,0,-60.00%,Onions,,,,#N/A,#N/A
10/17/21,WKH,3132,"Carrots, Rainbow",60,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/17/21,WKH,3759,Onions,20,40,NA,13,40,44.4,0,0,-35.00%,Onions,,,,#N/A,#N/A
10/17/21,YMF,3132,"Carrots, Rainbow",12,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,FALSE,TRUE
10/17/21,YMF,3178,"Radish, Purple Daikon",25,30,NA,26,30,33.3,0,0,4.00%,Radish," Purple Daikon",,,FALSE,TRUE
10/17/21,YMF,3189,"Squash, Winter, Delicata",25,35,NA,22,35,38.85,0,0,-12.00%,Squash," Winter"," Delicata",,FALSE,TRUE
10/17/21,YMF,3266,"Onions, Scallions",38,28.8,NA,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,TRUE
10/17/21,YMF,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,TRUE
